,genome_id,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,comments,additional_metadata,complete_mash_cluster
397,550.820,Enterobacter cloacae strain e2550,550,WGS,e2550,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273462,GCF_900076685.1,FKDL00000000,SC,WGS,,,,,,43,4827631,55.05,4638,4465,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0391,
398,1400148.3,Enterobacter cloacae UCI 29,1400148,WGS,UCI 29,2014-05-19T00:00:00Z,PRJNA219279,SAMN02356609,GCA_000692355.1,JMUV00000000,Broad Institute,WGS,Illumina,144.0x,allpaths v. R48559,,,23,4943920,54.8,4658,4690,Blood,,USA,"Irvine, CA, USA",Human,Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek instrument:Vitek 2;vitek software version:5.04;vitek bionumber:607634453122010;vitek card #:GN,
399,550.153,Enterobacter cloacae 34977,550,Complete,34977,2015-01-05T00:00:00Z,PRJNA259658,SAMN03067414,GCA_000814125.1,"CP010376.1,CP010374.1,CP010375.1",JCVI,Complete,Pacbio RS,12.37x,HGAP v. 3,1,2,3,5209120,54.92,4852,4797,Bodily Fluids,2009,USA,New York City,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",,6.0
400,61645.544,Enterobacter asburiae AR0468-yvys,61645,Complete,AR0468-yvys,2022-04-18T00:00:00Z,PRJNA762162,SAMN21379552,GCA_023023265.1,"CP083834,CP083835,CP083836,CP083837,CP083838,CP083839,CP083840,CP083841",,Complete,Oxford Nanopore MinION,10x,Unicycler v. v0.4.8,1,7,8,5385038,55.133186,5475,5243,Bodily Fluids,2018-04,China,China,Human,,collected_by:Yushan Cui,14.0
401,550.840,Enterobacter cloacae strain e301,550,WGS,e301,2016-04-11T00:00:00Z,PRJEB5065,SAMEA2273146,GCF_900076895.1,FKIX00000000,SC,WGS,,,,,,74,5260515,54.83,5234,4938,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0034,
402,1812934.18,Enterobacter hormaechei subsp. hoffmannii strain MYJARB-EH1,1812934,Complete,MYJARB-EH1,2020-01-08T00:00:00Z,PRJNA339843,SAMN10654518,GCA_009834325.1,"CP034754,CP034755,CP034756,CP034757,CP034758",JCVI,Complete,Illumina NextSeq; Oxford Nanopore,134.2749x,Unicycler v. 0.4.7,1,4,5,5144877,54.933517,5115,4980,Unknown/Unclear,2018,USA,USA,Human,Carbapenem-resistant Enterobacteriaceae from US hospitals will be sequenced and compared to determine the genetic relationships among resistant strains,collected_by:Robert Bonomo,2.0
403,881260.240,Enterobacter bugandensis 35888,881260,WGS,35888,2022-04-27T00:00:00Z,PRJNA801924,SAMN25419523,GCA_023152785.1,JAKMML000000000,,WGS,Illumina,100x,Shovill v. 0.9.0,0,0,61,4701389,56.143364,4508,4418,Blood,2017,China,China,Human,,collected_by:Yushan Cui,
404,1400149.3,Enterobacter cloacae UCI 30,1400149,WGS,UCI 30,2014-02-03T00:00:00Z,PRJNA219280,SAMN02356610,GCA_000534215.1,JCKT00000000,Broad Institute,WGS,Illumina,144.0x,allpaths v. R47768,0,0,16,4684079,55.6,4394,4389,Urine,,USA,"Irvine, CA, USA",Human,Carbapenem Resistance;Whole Genome Sequence Analysis of Carbapenem-resistant Enterobacteriaceae,vitek instrument:Vitek 2;vitek software version:5.04;vitek bionumber:2227735553573410;vitek card #:GN,
405,550.716,Enterobacter cloacae strain e1424,550,WGS,e1424,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273352,GCF_900075715.1,FJYW00000000,SC,WGS,,,,,,40,5342609,54.7,5294,5066,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0269,
406,550.643,Enterobacter cloacae strain e1284,550,WGS,e1284,2016-04-05T00:00:00Z,PRJEB5065,SAMEA2273322,GCF_900074965.1,FJXJ00000000,SC,WGS,,,,,,40,4806682,55.42,4646,4472,Other,1800-2014,United Kingdom,United Kingdom,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0237,
407,158836.609,Enterobacter hormaechei strain EGYMCRVIM,158836,Complete,EGYMCRVIM,2020-05-12T00:00:00Z,PRJNA630061,SAMN14534668,GCA_013046845.1,"CP053190,CP053191,CP053192,CP053193,CP053194",South valley university,Complete,Oxford Nanopore,165.0x,hybrid assembler Unicycler v. 0.4.7,1,4,5,5188211,54.676437,5097,,Food,2017-07-15,Egypt,Egypt: Qena,Environmental,"Genomic characterization of blaVIM-1 and mcr-9 coharboring Enterobacter hormaechei isolated from food, Egypt",collected_by:Mustafa sadek,9.0
408,550.1580,Enterobacter cloacae strain CS-35,550,WGS,CS-35,2018-06-11T00:00:00Z,PRJNA473381,SAMN09273076,GCA_003207215.1,QISK00000000,Shanghai Entry-Exit Inspection and Quarantine Bureau,WGS,Illumina HiSeq,150x,SOAPdenovo v. 2.04,,,26,4625541,55.523388,4444,,Unknown/Unclear,2006,Netherlands,Netherlands,Human,"This study re-analyzed, using multi-locus sequence typing (MLST) and whole genome sequence with single nucleotide polymorphism analysis (WGS-SNP), 52 strains which had been identified as Enterobacter sakazakii as according to the convention at the time of isolation.",sample_type:cell culture,
409,550.1422,Enterobacter cloacae strain ECC3422,550,WGS,ECC3422,2017-11-17T00:00:00Z,PRJNA383602,SAMN06767778,GCA_002785965.1,NEEX00000000,zhejiang University,WGS,Illumina HiSeq,200x,CLC NGS Cell v. 9.1,,,34,4537078,55.44,4386,4320,Urine,2011-04-18,China,China: Hangzhou,Human,investigate the population structure and resistant mechanism,collected_by:Yonghong Xiao,
410,550.1646,Enterobacter cloacae strain GER_MD12_1511_Ecl_086,550,WGS,GER_MD12_1511_Ecl_086,2018-07-15T00:00:00Z,PRJNA433857,SAMN08519295,GCA_003321545.1,PUQH00000000,Northern Arizona University,WGS,Illumina NextSeq,310x,SPAdes v. 3.10.1,,,78,4716521,55.58962,4674,4586,Other,2015-11-02,Germany,Germany,Animal,"Whole genome analysis of multidrug-resistant, extended-spectrum beta-lactamase-producing bacteria isolated from dogs",collected_by:J Riehm,
411,550.2456,Enterobacter cloacae strain 4928STDY7387746,550,Complete,4928STDY7387746,2019-07-09T00:00:00Z,PRJEB22252,SAMEA104694383,GCA_902166715.1,LR607370,SC,Complete,,,,1,,1,5332468,55.39854,4534,,Rectal/Fecal,2018,United Kingdom,United Kingdom,Human,"The study investigates how early microbe exposure and the developing immune system influence subsequent health and developmental outcomes. Culturing efforts coupled with whole genome sequencing of the gastrointestinal bacteria can address key questions that are computationally non-trivial using shotgun metagenomics alone. This comprehensive gut microbiota-derived bacterial genome collection provides the basis to improve the taxonomic classification resolution of metagenomic analysis, and to allow subsequent in vitro and in vivo experiments on host physiology and gut colonisation process. To get a broad and comprehensive coverage of the gut microbiota, we cultivated bacterial species from human faecal samples on different selectice agar media and broth. Samples are whole-genome sequenced on Illumina X10 150bp PE. This data is part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/",,2.0
412,1812935.88,Enterobacter roggenkampii strain RHBSTW-00695,1812935,Complete,RHBSTW-00695,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148685,GCA_013733395.1,"CP056168,CP056169,CP056170,CP056171,CP056172,CP056173",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,93.5654070765511x,Unicycler v. v0.4.7,1,5,6,5009672,55.76457,4964,4802,Wastewater,2017,United Kingdom,United Kingdom,Environmental,"These isolates represent a dataset assembled by the REHAB team: A collaborative effort between the Animal and Plant Health Agency, the UK Centre for Ecology &amp\; Hydrology, Thames Water, Public Health England, and the University of Oxford. The focus of this study is on understanding bacterial diversity in four important clinical genera (Escherichia, Klebsiella, Enterobacter and Citrobacter), and strain, MGE and resistance gene flow amongst environmental and farm animal reservoirs, and in rivers around sewage treatment plants, in Oxfordshire, UK, in 2017.","sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",12.0
413,1296536.9,Enterobacter xiangfangensis strain NS28,1296536,WGS,NS28,2015-12-22T00:00:00Z,PRJNA278421,SAMN03401391,GCF_001476005.1,LDQM00000000,"Bacterial Genomics and Evolution Laboratory, CSIR-Institute of Microbial Technology, Sector 39-A, Chandigarh, India",WGS,Illumina MiSeq,146x,CLC Genomics Workbench v. 7.5,,,38,4736757,55.46,4514,4297,Other,2013,India,India,Plant,To understand ecology and evolution of rice seed associated bacteria by whole genome sequencing.,sample_type:Microbe,
414,158836.56,Enterobacter hormaechei strain TUM10678,158836,WGS,TUM10678,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089472,GCA_002333825.1,BEES00000000,Toho University,WGS,illumina MiSeq,54x,CLC genomics workbench v. 9.5.4,,,124,4908519,55.04,4750,,Urine,2010-08-12,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
415,158836.1947,Enterobacter hormaechei ECL75,158836,WGS,ECL75,2022-07-03T00:00:00Z,PRJNA846540,SAMN28906578,GCA_024128445.1,JAMYCW000000000,,WGS,Illumina NovaSeq,225x,ABySS v. 2.1.0,0,15,75,4988100,55.283348,4943,4776,Urine,2018-12-19,China,China: Chongqing,Human,,collected_by:Department of Microbiology,
416,550.388,Enterobacter cloacae strain CAV1669,550,Complete,CAV1669,2015-06-09T00:00:00Z,PRJNA246471,SAMN03733830,GCF_001022255.1,"CP011650,CP011648,CP011649",University of Oxford,Complete,PacBio,102X,HGAP3 v. 2.2.0,1,2,3,4973529,55.39,4837,4580,Rectal/Fecal,2012-08,USA,USA:Virginia,Human,"Multi-drug resistant gram negative bacteria (also known as “Superbugs”) are causing infections in vulnerable patients in hospitals around the world. Much of the clinically relevant antibiotic resistance in these bacteria is driven by genes carried on mobile pieces of DNA called plasmids. A particularly significant resistance mechanism called the Klebsiella pneumoniae carbapenemase (KPC) is capable of hydrolyzing all penicillins, cephalosporins and carbapenems leaving very few therapeutic options for patients infected with blaKPC positive Enterobacteriaeceae. Unfortunately, the tools that we use for tracking of hospital transmission of bacteria do not focus on plasmids but rather the genome of the bacterium which has acquired the plasmid. Our project is to explore the blaKPC plasmid transmission across species in a single institution in Virginia where KPC-producing Gammaproteobacteria are endemic over several years using whole genome sequencing to gain insights into plasmid transmission and evolution of genes of drug resistance.",collected_by:Clinical Microbiology University of Virginia Health System,4.0
417,1812935.34,Enterobacter roggenkampii strain BP10374,1812935,Complete,BP10374,2019-04-07T00:00:00Z,PRJNA529775,SAMN11283933,GCA_004684365.1,CP038471,"Christian Medical college, Vellore",Complete,IonTorrent; Oxford Nanopore MiniION,59.0x,Canu v. 1.7; Unicycler v. 0.4.6,1,,1,4851717,56.111683,4879,4603,Blood,2018,India,India,Human,"Colistin resistant Enterobacter roggenkampii strain BP10374 chromosome, complete genome",collected_by:Christian Medical college,12.0
418,158836.1692,Enterobacter hormaechei C210057,158836,WGS,C210057,2022-05-26T00:00:00Z,PRJNA838260,SAMN28416091,GCA_023559085.1,JAMHKQ000000000,,WGS,Nanopore MinION,12x,Unicycler v. 0.4.4,0,0,3,4939600,54.81802,4769,4617,Unknown/Unclear,2020,China,China: Gansu,Human,,sample_type:whole organism,
419,550.943,Enterobacter cloacae strain e856,550,WGS,e856,2016-04-06T00:00:00Z,PRJEB5065,SAMEA2273254,GCF_900077955.1,FKHF00000000,SC,WGS,,,,,,44,4845079,55.41,4695,4526,Other,1800-2014,Unknown,Unknown,Human,"http://www.sanger.ac.uk/resources/downloads/bacteria/ These data are part of a pre-publication release. For information on the proper use of pre-publication data shared by the Wellcome Trust Sanger Institute (including details of any publication moratoria), please see http://www.sanger.ac.uk/datasharing/ This data is from bacterial isolates collected in the BSAC Resistance Surveillance Project. Please see www.bsacsurv.org for details and availability.",cambridgeid:MDR0152,
420,158836.1862,Enterobacter hormaechei FUJ80060,158836,WGS,FUJ80060,2022-06-04T00:00:00Z,PRJDB13518,SAMD00490852,,"AP025810,AP025811",,WGS,MiSeq; MinION,246x,Unicycler v. 0.4.9b,2,1,2,5128492,54.54044,5019,4880,Other,2015-10-09,Japan,Japan,Human,,,
421,299767.20,Enterobacter ludwigii strain A3203,299767,WGS,A3203,2017-03-07T00:00:00Z,PRJNA339171,SAMN05589724,GCF_002022405.1,MSDM00000000,USDA,WGS,Illumina MiSeq,198.0x,CLC Genomics Workbench v. 8.0.3,,,16,4812349,54.71,4708,4637,Soil,,Unknown,Unknown,Environmental,The genomic sequences of environmental isolates of Psuedomonas fluorescens were obtained for comparative analysis of secondary metabolite gene clusters and their evolution.,biomaterial_provider:K. Trippe-USDA-ARS-FSCRU;sample_type:cell culture,
422,158836.13,Enterobacter hormaechei strain SMART_272,158836,WGS,SMART_272,2016-01-22T00:00:00Z,PRJNA259658,SAMN04252894,GCF_001526005.1,LREQ00000000,JCVI,WGS,Illumina NextSeq 500,135.23x,SPAdes v. 3.1.1,,,67,5002226,54.65,4894,4678,Unknown/Unclear,2010,Taiwan,Taiwan,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
423,550.331,Enterobacter cloacae strain 43555,550,WGS,43555,2015-03-19T00:00:00Z,PRJNA259658,SAMN03283651,GCF_000958245.1,JZYB00000000,JCVI,WGS,Illumina HiSeq 2000,112.19x,SPAdes v. 3.1.1,,,71,5008762,55.16,4987,4711,Unknown/Unclear,2013,USA,Pennsylvania,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Barry Kreiswirth;biomaterial_provider:Eurofins,
424,1296536.217,Enterobacter hormaechei subsp. xiangfangensis HD7296,1296536,WGS,HD7296,2022-11-09T00:00:00Z,PRJNA824645,SAMN27409721,GCA_026116095.1,JAMFWI000000000,,WGS,Illumina NovaSeq,100x,SPAdes v. 3.11,0,0,74,4999063,54.755703,5000,4813,Respiratory,2019-09-17,China,"China: Sichuan, Chengdu",Human,,collected_by:Sichuan Provincial People's Hospital,
425,301102.5,Enterobacter hormaechei subsp. oharae strain SMART_1147,301102,WGS,SMART_1147,2015-12-21T00:00:00Z,PRJNA259658,SAMN04252960,GCF_001471225.1,LPOA00000000,JCVI,WGS,Illumina NextSeq 500,401.67x,SPAdes v. 3.1.1,,,53,4872923,55.44,4856,4659,Unknown/Unclear,2013,Greece,Greece,Human,"Carbapenem resistance in Enterobacteriacae is increasingly due to the presence of the KPC beta-lactamase, which can be transferred on several different plasmids. The project is designed to better understand the spread of the blaKPC gene and the genetic backgrounds in which it is carried.",collected_by:Johann Pitout,
426,550.3796,Enterobacter cloacae C210262,550,WGS,C210262,1900-01-01T00:00:00Z,PRJNA837096,SAMN28189587,GCA_023750965.1,JAMGJA000000000,,WGS,Illumina NovaSeq,12x,SPAdes v. 3.15.1,0,0,51,4907696,54.800793,4699,4577,Unknown/Unclear,2021,China,China: Shandong,Human,,sample_type:whole organism,
427,158836.1863,Enterobacter hormaechei FUJ80062,158836,WGS,FUJ80062,2022-06-04T00:00:00Z,PRJDB13518,SAMD00490854,,"AP025812,AP025813,AP025814",,WGS,MiSeq; MinION,170x,Unicycler v. 0.4.9b,3,2,3,5216303,54.529118,5126,4951,Other,2015-07-27,Japan,Japan,Human,,,
428,299766.67,Enterobacter hormaechei subsp. steigerwaltii strain TUM11140,299766,WGS,TUM11140,2017-08-24T00:00:00Z,PRJDB6127,SAMD00089520,GCA_002334785.1,BEGO00000000,Toho University,WGS,illumina MiSeq,88x,CLC genomics workbench v. 9.5.4,,,104,5072531,55.34,4912,,Blood,2010-03-05,Japan,Japan,Human,"In this study, we investigated molecular epidemiological characteristic of IMP-1-producing E. cloacae complex from 3 hospitals in Tokyo, Japan between 2007 and 2011. Phylogenetic tree of core-genome SNPs analysis of IMP-1-producing E. hormaechei ST78 showed that these isolates spread not only as intrahospital outbreak but also as regional transmission in Tokyo.",,
