,genome_name,taxon_id,genome_status,strain,completion_date,bioproject_accession,biosample_accession,assembly_accession,genbank_accessions,sequencing_centers,sequencing_status,sequencing_platform,sequencing_depth,assembly_method,chromosomes,plasmids,contigs,genome_length,gc_content,patric_cds,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,additional_metadata,complete_mash_cluster,mlst,closest_genome_reference,closest_genome_taxonomy,mobile-1,mobile-4,mobile-2,mobile-3,mobile-10,mobile-7,mobile-6,mobile-5,mobile-8,mobile-9,roggenkampii,asburiae-1,asburiae-2,cancerogenous,kobei,bugandensis,mori,ludwigii,cloacae,hormaechei-steigerwaltii-2,hormaechei-steigerwaltii-4,hormaechei-steigerwaltii-1,hormaechei-steigerwaltii-3,hormaechei-hoffmannii-1,hormaechei-hoffmannii-2,hormaechei-hoffmannii-3,hormaechei-hormaechei,hormaechei-oharae,hormaechei-xiangfangensis-2,hormaechei-xiangfangensis-1,hormaechei-xiangfangensis-3,phylon_list
158836.490,Enterobacter hormaechei strain BW,158836,Complete,BW,2020-01-27T00:00:00Z,PRJNA411992,SAMN07692716,GCA_009930835.1,"CP023569,CP023572,CP023570,CP023571",Penn State University,Complete,PacBio; Illumina HiSeq,150.0x,Canu for assembly of PacBio reads v. 1.6;,1,3,4,5248533,54.90713,5160,5023,Blood and wound,2013-08-24,USA,USA: University of Michigan University Hospital,"Human, Homo sapiens","collected_by:Robert Wood, MD",12.0,110,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1
550.2915,Enterobacter cloacae strain STN0717-73,550,Complete,STN0717-73,2020-10-09T00:00:00Z,PRJDB9036,SAMD00195991,GCA_015138375.1,"AP022519,AP022520,AP022521,AP022522,AP022523,AP022524","Laboratory of Bacterial Genomics, Pathogen Genomics Center, National Institute of Infectious Diseases",Complete,Sequel; NextSeq 500,236x,flye v. 2.5; minimap v. 0.2-r124; racon v.,1,5,6,5332357,55.172207,5224,5022,hospital sewage,2018-07-17,Japan,Japan:Tokyo,,,21.0,484,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-8;asburiae-1
GCA_043974065.1,Enterobacter ludwigii ECC-051,299767,Complete,ECC-051,2024-10-28,PRJNA1067818,SAMN39551826,GCA_043974065.1,SAMN39551826,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397406v1,1,0,1,4907076,54.5,,4561.0,blood,2022-07-19,Taiwan,Taiwan,Homo sapiens,,32.0,-1,GCF_001750725.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ludwigii
GCA_031166305.1,Enterobacter asburiae CRECL419,61645,Complete,CRECL419,2023-09-02,PRJNA996242,SAMN36534144,GCA_031166305.1,SAMN36534144,Yongchuan Hospital of Chongqing Medical University,OK,Illumina NovaSeq; PacBio Sequel,,ASM3116630v1,1,4,5,5124876,55.5,,4787.0,hospital sample,2022-03-24,missing,missing,,,21.0,-1,GCF_007035645.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae_B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-8;asburiae-1
69218.28,Enterobacter cancerogenus strain MiY-F,69218,Complete,MiY-F,2019-11-11T00:00:00Z,PRJNA541977,SAMN10574725,GCA_009648915.1,"CP045769,CP045770",FDA Center for Food Safety and Applied Nutrition,Complete,"Oxford Nanopore GridION, Illumina MiSeq","41, 22x","SPAdes, CANU v. 3.12.0, 1.7",1,1,2,4992573,55.589973,4714,4563,Cilantro,2014-12-10,USA,USA:MI,,collected_by:OARSA,28.0,-1,GCF_019047785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cancerogenus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;cancerogenous
158836.1172,Enterobacter hormaechei strain FDAARGOS 1434 strain Not applicable,158836,Complete,Not applicable,2021-06-28T00:00:00Z,PRJNA231221,SAMN16357576,GCA_019047945.1,CP077264,US Food and Drug Administration,Complete,Pacbio; Illumina,1575.36x,"SMRT v. 9.0.0, HGAP v. 4.0",1,0,1,4782529,55.553745,4563,4444,,,Germany,Germany: Braunschweig,,collected_by:DSMZ,12.0,906,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-5;hormaechei-steigerwaltii-1
GCA_030848065.1,Enterobacter hormaechei Ehh_17,158836,Complete,Ehh_17,2023-08-21,PRJNA976530,SAMN35394406,GCA_030848065.1,SAMN35394406,University of Bern,OK,Illumina; Oxford Nanopore,,ASM3084806v1,1,4,5,5308480,54.5,,4987.0,rectal swab,2021-08-18,Switzerland,Switzerland,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-1;mobile-2;mobile-3;mobile-5;hormaechei-xiangfangensis-3
GCA_045866555.1,Enterobacter pseudoroggenkampii GVv1,2996112,Complete,GVv1,2024-10-09,PRJDB18890,SAMD00823201,GCA_045866555.1,SAMD00823201,Gifu University,OK,MinION Mk1C platform (FLO-FLG114),,ASM4586655v1,1,1,2,5058049,55.5,,4866.0,rhizosphere,2023-05-04,Japan,Japan:Gifu,Hairy vetch (Vicia Villosa),,18.0,-1,GCF_026420145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter pseudoroggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
GCA_031851625.1,Enterobacter cloacae 99183042147,550,Complete,99183042147,2023-09-24,PRJNA1013080,SAMN37298531,GCA_031851625.1,SAMN37298531,CHU Montpellier,OK,Illumina; Oxford Nanopore,,ASM3185162v1,1,0,1,4854386,55.0,,4412.0,not applicable,2018-10-30,France,France: Montpellier,Homo sapiens,,34.0,-1,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
GCA_036080935.2,Enterobacter hormaechei 2024CK-00066,158836,Complete,2024CK-00066,2024-03-31,PRJNA812595,SAMN39595401,GCA_036080935.2,SAMN39595401,Utah Public Health Laboratory Infectious Disease submission group,OK,Oxford Nanopore GridION; Illumina MiSeq,,ASM3608093v2,1,3,4,4796397,55.5,,4463.0,Wound/Abscess,2023-12-26,USA,USA,Homo sapiens,,7.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,mobile-10;mobile-6;hormaechei-xiangfangensis-3
301102.37,Enterobacter hormaechei subsp. oharae strain DSM 16687,301102,Complete,DSM 16687,2016-09-16T00:00:00Z,PRJNA259658,SAMN05581749,GCF_001729705.1,CP017180,JCVI,Complete,PacBio,15.49x,HGAP v. 3.0.0,1,,1,4724316,55.58,4571,4427,,,Germany,Germany,"Human, Homo sapiens",,9.0,108,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,mobile-9;hormaechei-oharae
158836.811,Enterobacter hormaechei strain ENCL48880,158836,Complete,ENCL48880,2020-07-29T00:00:00Z,PRJNA647548,SAMN15589926,GCA_013873515.1,"CP059419,CP059420,CP059418,CP059421",Charles University in Prague,Complete,PacBio Sequel,386.0x,Microbial Assembly v. SMRT Link v.9,1,3,4,5132301,54.661427,5067,4811,sputum,2019,Czech Republic,Czech Republic: Kolin,"Human, Homo sapiens",collected_by:Nemocnice Kolin,4.0,764,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-10;mobile-5;hormaechei-hoffmannii-3
158836.1456,Enterobacter hormaechei FY-1,158836,Complete,FY-1,2022-01-17T00:00:00Z,PRJNA794006,SAMN24596081,GCA_021491615.1,"CP090792,CP090793,CP090794,CP090795",,Complete,Illumina,100.0x,Unicycler v. 0.4.8,1,3,4,5245007,55.14338,5141,4967,blood,2021-06,China,China:Hohhot,Homo sapiens,sample_type:Pure culture,12.0,175,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-2;mobile-5;mobile-9;hormaechei-steigerwaltii-1
GCA_047553055.1,Enterobacter hormaechei K_21_ENCL_294,158836,Complete,K_21_ENCL_294,2025-02-10,PRJNA1201586,SAMN45938425,GCA_047553055.1,SAMN45938425,Max Planck Institute of Biochemistry,OK,Oxford Nanopore; Illumina,,ASM4755305v1,1,1,2,4710493,55.5,,4344.0,redon drainage,2021,Germany,Germany: Cologne,Homo sapiens,,12.0,-1,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3
550.1097,Enterobacter cloacae strain R11,550,Complete,R11,2017-02-28T00:00:00Z,PRJNA374469,SAMN06323809,GCA_002007805.1,"CP019839,CP019840,CP019841,CP019842,CP019843",Shandong Academy of Medical Sciences,Complete,Illumina MiSeq; PacBio,181.0x,Newbler v. 2.8; other v. Jan-2017,1,4,5,4993008,55.78,4875,4794,sewage water,2016-12-17,China,China:Shandong,,sample_type:culture,17.0,272,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;roggenkampii
550.3206,Enterobacter cloacae strain POL9,550,Complete,POL9,2021-11-16T00:00:00Z,PRJNA777726,SAMN22871632,GCA_020882135.1,"CP086408,CP086409,CP086410",Shandong First Medical University,Complete,Oxford Nanopore; BGISEQ,834.0x,Canu v. 1.5,1,2,3,5122200,54.712193,4908,4765,water,2020-08,China,China:Jinan,,sample_type:water,34.0,1523,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
GCA_041004465.1,Enterobacter hormaechei W76,158836,Complete,W76,2024-08-01,PRJNA1135755,SAMN42440393,GCA_041004465.1,SAMN42440393,Second Affliated Hospital of Kunming Medical University,OK,Oxford Nanopore,,W76,1,3,4,5018626,55.0,,4654.0,secretion,2015-12,China,China:Kunming,Homo sapiens,,4.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,mobile-1;hormaechei-hoffmannii-3
158836.802,Enterobacter hormaechei strain RHBSTW-00668,158836,Complete,RHBSTW-00668,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148676,GCA_013739595.1,"CP056663,CP056664,CP056665,CP056666,CP056667",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,97.7085084211158x,Unicycler v. v0.4.7,1,4,5,5117671,54.98892,5046,4872,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",3.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,hormaechei-hoffmannii-2
550.154,Enterobacter cloacae 34983,550,Complete,34983,2015-01-05T00:00:00Z,PRJNA259658,SAMN03067416,GCA_000814205.1,"CP010377.1,CP010380.1,CP010379.1,CP010378.1",JCVI,Complete,Pacbio RS,8.17x,HGAP v. 3,1,3,4,5063734,54.84,4736,4633,Bodily fluid,2010,USA,New York City,"Human, Homo sapiens",,8.0,269,GCF_001875655.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,hormaechei-hormaechei
550.624,Enterobacter cloacae strain NH52,550,Complete,NH52,2016-02-12T00:00:00Z,PRJEB12512,SAMEA3856670,GCF_900050915.1,LT160614,URMITE,Complete,,,,1,,1,5159348,56.04,5301,,,,,,,,34.0,-1,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
GCA_046097125.1,Enterobacter hormaechei subsp. xiangfangensis NY3110,1296536,Complete,NY3110,2024-12-15,PRJNA1190833,SAMN45053829,GCA_046097125.1,SAMN45053829,Academy of Military Medical Sciences,OK,PacBio RSII,,ASM4609712v1,1,3,4,5173661,54.5,,4784.0,sputum,2015,China,China: zhejiang,Homo sapiens,,1.0,-1,GCF_040096145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter intestinihominis,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-1;mobile-2;mobile-10;hormaechei-hoffmannii-1
2996112.4,Enterobacter pseudoroggenkampii FY158,2996112,Complete,FY158,2023-07-04T00:00:00Z,PRJNA987424,SAMN35981009,,CP129026,,,Illumina HiSeq; Oxford Nanopore,480x,Canu v. 1.5,1,0,1,4730290,55.613567,4535,4432,rice leaf,2021-08,China,"China:Zhejiang,Hangzhou",Rice,sample_type:cell culture,18.0,-1,GCF_026420145.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter pseudoroggenkampii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
299767.269,Enterobacter ludwigii Sb-9,299767,Complete,Sb-9,2022-04-07T00:00:00Z,PRJNA821637,SAMN27117998,GCA_022832735.1,"CP094841,CP094842,CP094843",,Complete,Oxford Nanopore PromethION,72.9x,Unicycler v. 0.4.0,1,2,3,5202422,54.04573,5087,4908,tailing mud,2019-07-21,China,"China: Lengshuijiang, Hunan",,sample_type:cell culture,32.0,1708,GCF_001750725.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-10;mobile-5;ludwigii
61645.86,Enterobacter asburiae strain ATCC 35953,61645,Complete,ATCC 35953,2016-01-21T00:00:00Z,PRJNA285282,SAMN03742638,GCF_001521715.1,"CP011863,CP011864,CP011865,CP011866,CP011867",Chengdu Military General Hospital,Complete,PacBio,85.08,"HGAP protocol, SMRT Analysis v. 2.3.0",,4,5,4806219,55.47,4839,4426,physical,2014-12-01,,,"Human, Homo sapiens",collected_by:Gengmi Li,26.0,807,GCF_001521715.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter asburiae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-2
GCA_043970685.1,Enterobacter bugandensis ECC-105,881260,Complete,ECC-105,2024-10-28,PRJNA1067818,SAMN39551837,GCA_043970685.1,SAMN39551837,National Health Research Institutes,OK,Oxford Nanopore GridION and Illumina NovaSeq,,ASM4397068v1,1,0,1,4695112,56.0,,4332.0,blood,2022-08-21,Taiwan,Taiwan,Homo sapiens,,31.0,-1,GCF_900324475.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter bugandensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bugandensis
61645.429,Enterobacter asburiae strain JBIWA002,61645,Complete,JBIWA002,2021-09-14T00:00:00Z,PRJNA725976,SAMN18916999,GCA_019968865.1,"CP074177,CP074179,CP074178,CP074176,CP074180,CP074181",Kyoto University,Complete,DNBSEQ; Oxford Nanopore GridION,135x,Flye v. 2.8,1,5,6,5207969,55.551003,5162,4950,lake water,2020-02-05,Japan,Japan: Shiga,,collected_by:Kyoto University,25.0,1585,GCF_002208095.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae_M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asburiae-2
550.3092,Enterobacter cloacae strain Colony350,550,Complete,Colony350,2021-07-18T00:00:00Z,PRJNA668870,SAMN17833493,GCA_019265125.1,CP078539,Ministry of Public Health-Thailand,Complete,Illumina HiSeq,89.99x,idba_ud v. V1.1.3,1,0,1,5033927,55.555737,4363,,food,,Thailand,Thailand: Songkhla,,"collected_by:Department of Disease Control, Ministry of Public Health",34.0,-1,GCF_000025565.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cloacae
158836.438,Enterobacter hormaechei strain AUH-ENM30,158836,Complete,AUH-ENM30,2019-11-03T00:00:00Z,PRJNA551102,SAMN13022768,GCA_009497055.1,CP045611,Lebanese American University,Complete,PacBio RSII,30.0x,HGAP v. JANUARY-2019,1,,1,4869611,55.156254,4661,,,2016,Lebanon,Lebanon,"Human, Homo sapiens",sample_type:whole genome,5.0,114,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,mobile-9;hormaechei-xiangfangensis-1
158836.806,Enterobacter hormaechei strain RHBSTW-00220,158836,Complete,RHBSTW-00220,2020-07-27T00:00:00Z,PRJNA605147,SAMN15148549,GCA_013743295.1,"CP056742,CP056743,CP056744,CP056745,CP056746",University of Oxford,Complete,Hybrid: Illumina and OXFORD_NANOPORE,109.836668560382x,Unicycler v. v0.4.7,1,4,5,4852893,55.471592,4743,4578,Wastewater influent sample,2017,United Kingdom,United Kingdom,,"sample_type:culture;biomaterial_provider:Modernising Medical Microbiology on behalf of the REHAB Consortium, Level 7, John Radcliffe Hospital, Oxford, OX3 9DU, UK",9.0,108,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,mobile-9;hormaechei-oharae
2850493.3,Enterobacter cloacae complex sp. ECL112,2850493,Complete,ECL112,2021-06-29T00:00:00Z,PRJNA737183,SAMN19789732,GCA_019056655.1,CP077661,Yongchuan Hospital of Chongqing Medical University,Complete,Illumina; Oxford Nanopore,1083.0x,canu v. 1.6,1,0,1,4727601,55.271774,4569,,sputum,2020-06-11,China,"China:Yongchuan District,Chongqing",,sample_type:metagenomic assembly,6.0,171,GCF_001729785.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,hormaechei-xiangfangensis-2
550.1146,Enterobacter cloacae strain 704SK10,550,Complete,704SK10,2017-06-30T00:00:00Z,PRJNA391277,SAMN07260410,GCA_002211685.1,"CP022148,CP022149,CP022150",University of Zurich,Complete,PacBio,217.0x,SMRTAnalysis v. 2.3,1,2,3,5051588,55.69,4980,4862,wastewater,2015-12,Switzerland,Switzerland:Basel,,sample_type:water,17.0,272,GCF_001729805.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter roggenkampii,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mobile-3;mobile-8;roggenkampii
